20082D-11-01_S0_L001_megahit_output_virsorter_k141_856053||full_len:23284	gnl|BL_ORD_ID|237108 YP_009873893.1 |beta-glucosyl-HMC-alpha-glucosyltransferase [Tenacibaculum phage PTm1]	 score  :276.0	 e_val  :3.86851e-23	 q_start  :17734	 q_end  :18618	 s_start  :105	 s_end  :399	 align_len  :311
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|116106 YP_010358956.1 |DNA polymerase I [uncultured phage cr151_1]	 score  :439.0	 e_val  :1.6813e-41	 q_start  :21991	 q_end  :23421	 s_start  :32	 s_end  :574	 align_len  :552
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110310 YP_010509699.1 |DNA primase [uncultured phage cr105_1]	 score  :411.0	 e_val  :2.1878e-41	 q_start  :14180	 q_end  :15121	 s_start  :11	 s_end  :303	 align_len  :316
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|555402 YP_008242258.1 |AAA domain ATPase [Cellulophaga phage phi14:2]	 score  :402.0	 e_val  :2.22487e-41	 q_start  :15858	 q_end  :16520	 s_start  :1	 s_end  :223	 align_len  :224
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|149619 YP_010111208.1 |terminase large subunit [uncultured phage cr110_1]	 score  :436.0	 e_val  :2.28401e-41	 q_start  :35811	 q_end  :37790	 s_start  :50	 s_end  :747	 align_len  :713
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150841 YP_010112430.1 |DNA primase [uncultured phage cr60_1]	 score  :410.0	 e_val  :3.87796e-41	 q_start  :14180	 q_end  :15115	 s_start  :11	 s_end  :303	 align_len  :313
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|149346 YP_010110935.1 |terminase large subunit [uncultured phage cr11_1]	 score  :434.0	 e_val  :4.16025e-41	 q_start  :35811	 q_end  :37790	 s_start  :50	 s_end  :747	 align_len  :713
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151243 YP_010112832.1 |DNA primase [uncultured phage cr113_1]	 score  :409.0	 e_val  :5.68133e-41	 q_start  :14180	 q_end  :15115	 s_start  :11	 s_end  :303	 align_len  :313
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150921 YP_010112510.1 |DNA primase [uncultured phage cr109_1]	 score  :409.0	 e_val  :5.68133e-41	 q_start  :14180	 q_end  :15115	 s_start  :11	 s_end  :303	 align_len  :313
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151107 YP_010112696.1 |DNA helicase [uncultured phage cr6_1]	 score  :401.0	 e_val  :6.17557e-41	 q_start  :16970	 q_end  :17701	 s_start  :2	 s_end  :240	 align_len  :244
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110832 YP_010510221.1 |DNA primase [uncultured phage cr35_1]	 score  :408.0	 e_val  :6.36696e-41	 q_start  :14147	 q_end  :15121	 s_start  :8	 s_end  :313	 align_len  :327
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|148898 YP_010110487.1 |DNA polymerase I [uncultured phage cr106_1]	 score  :434.0	 e_val  :6.56965e-41	 q_start  :21880	 q_end  :23403	 s_start  :16	 s_end  :600	 align_len  :598
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110759 YP_010510148.1 |DNA primase [uncultured phage cr16_1]	 score  :408.0	 e_val  :7.28188e-41	 q_start  :14180	 q_end  :15115	 s_start  :11	 s_end  :303	 align_len  :313
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|426434 YP_009273325.1 |DNA repair exonuclease [Bacillus phage vB_BhaS-171]	 score  :415.0	 e_val  :7.82361e-41	 q_start  :63109	 q_end  :64056	 s_start  :88	 s_end  :418	 align_len  :336
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151808 YP_010113397.1 |DNA primase [uncultured phage cr131_1]	 score  :405.0	 e_val  :1.47257e-40	 q_start  :14147	 q_end  :15118	 s_start  :8	 s_end  :314	 align_len  :330
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|143931 YP_010105520.1 |terminase large subunit [Bacteroides phage crAss002]	 score  :429.0	 e_val  :1.98162e-40	 q_start  :35796	 q_end  :37685	 s_start  :47	 s_end  :730	 align_len  :687
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150523 YP_010112112.1 |DNA primase [uncultured phage cr52_1]	 score  :404.0	 e_val  :2.01703e-40	 q_start  :14180	 q_end  :15091	 s_start  :19	 s_end  :303	 align_len  :306
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|510689 YP_009052554.1 |hypothetical protein KP06_gp71 [Carjivirus communis]	 score  :428.0	 e_val  :2.82068e-40	 q_start  :35811	 q_end  :37697	 s_start  :53	 s_end  :718	 align_len  :676
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|111281 YP_010509483.1 |MAG: terminase large subunit [Carjivirus communis]	 score  :428.0	 e_val  :2.82068e-40	 q_start  :35811	 q_end  :37697	 s_start  :53	 s_end  :718	 align_len  :676
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|116360 YP_010359210.1 |terminase large subunit [uncultured phage cr91_1]	 score  :426.0	 e_val  :4.36662e-40	 q_start  :35808	 q_end  :37697	 s_start  :51	 s_end  :717	 align_len  :680
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151670 YP_010113259.1 |DNA primase [uncultured phage cr130_1]	 score  :399.0	 e_val  :9.21291e-40	 q_start  :14147	 q_end  :15064	 s_start  :24	 s_end  :314	 align_len  :314
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|148942 YP_010110531.1 |exonuclease V [uncultured phage cr118_1]	 score  :434.0	 e_val  :9.73708e-40	 q_start  :172	 q_end  :2205	 s_start  :2762	 s_end  :3440	 align_len  :726
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|116451 YP_010359301.1 |terminase large subunit [uncultured phage cr99_1]	 score  :422.0	 e_val  :1.35607e-39	 q_start  :35811	 q_end  :37697	 s_start  :53	 s_end  :718	 align_len  :676
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|144673 YP_010106262.1 |DarB-like antirestriction [Bacteroides phage DAC15]	 score  :425.0	 e_val  :4.02452e-39	 q_start  :36378	 q_end  :37694	 s_start  :631	 s_end  :1061	 align_len  :452
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|494207 YP_009124831.1 |ribonucleotide reductase [Mycobacterium phage Gaia]	 score  :415.0	 e_val  :4.50815e-39	 q_start  :23789	 q_end  :25570	 s_start  :45	 s_end  :659	 align_len  :652
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151494 YP_010113083.1 |DNA primase [uncultured phage cr124_1]	 score  :392.0	 e_val  :7.42136e-39	 q_start  :14177	 q_end  :15118	 s_start  :8	 s_end  :314	 align_len  :328
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110706 YP_010510095.1 |DNA primase [uncultured phage cr29_1]	 score  :392.0	 e_val  :7.42136e-39	 q_start  :14177	 q_end  :15118	 s_start  :8	 s_end  :314	 align_len  :328
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|604504 YP_006560916.1 |class II ribonucleotide reductase [Celeribacter phage P12053L]	 score  :411.0	 e_val  :1.59586e-38	 q_start  :23789	 q_end  :25453	 s_start  :72	 s_end  :665	 align_len  :621
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|555459 YP_008242315.1 |Major capsid protein [Cellulophaga phage phi14:2]	 score  :403.0	 e_val  :1.64046e-38	 q_start  :42724	 q_end  :44148	 s_start  :1	 s_end  :502	 align_len  :510
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150701 YP_010112290.1 |DNA primase [uncultured phage cr56_1]	 score  :389.0	 e_val  :2.01608e-38	 q_start  :14180	 q_end  :15097	 s_start  :18	 s_end  :304	 align_len  :310
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|151179 YP_010112768.1 |DNA primase [uncultured phage cr7_1]	 score  :388.0	 e_val  :2.28874e-38	 q_start  :14177	 q_end  :15118	 s_start  :8	 s_end  :314	 align_len  :328
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|180086 YP_010062083.1 |ribonucleotide reductase [Mycobacterium phage Anthony]	 score  :410.0	 e_val  :2.35839e-38	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :674	 align_len  :709
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|149810 YP_010111399.1 |major head protein [uncultured phage cr112_1]	 score  :401.0	 e_val  :2.36381e-38	 q_start  :42769	 q_end  :44148	 s_start  :18	 s_end  :497	 align_len  :486
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|116916 YP_010359766.1 |terminase large subunit [uncultured phage cr9_1]	 score  :412.0	 e_val  :2.79724e-38	 q_start  :35946	 q_end  :37685	 s_start  :107	 s_end  :711	 align_len  :618
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110158 YP_010509547.1 |DNA primase [uncultured phage cr61_1]	 score  :385.0	 e_val  :3.62563e-38	 q_start  :14153	 q_end  :15079	 s_start  :2	 s_end  :297	 align_len  :318
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|148923 YP_010110512.1 |major head protein [uncultured phage cr106_1]	 score  :398.0	 e_val  :5.20869e-38	 q_start  :42769	 q_end  :44148	 s_start  :18	 s_end  :497	 align_len  :486
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|144717 YP_010106306.1 |hypothetical protein KNU90_gp062 [Bacteroides phage DAC15]	 score  :408.0	 e_val  :9.69693e-38	 q_start  :21991	 q_end  :23418	 s_start  :34	 s_end  :575	 align_len  :550
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|148949 YP_010110538.1 |DNA primase [uncultured phage cr118_1]	 score  :383.0	 e_val  :1.05025e-37	 q_start  :14177	 q_end  :15088	 s_start  :18	 s_end  :299	 align_len  :310
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|116749 YP_010359599.1 |major head protein [uncultured phage cr18_1]	 score  :394.0	 e_val  :2.09802e-37	 q_start  :42739	 q_end  :44148	 s_start  :8	 s_end  :497	 align_len  :498
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|135517 YP_010097106.1 |MAG: terminase large subunit [crAssphage sp. isolate ctcc615]	 score  :401.0	 e_val  :5.72228e-37	 q_start  :35811	 q_end  :37688	 s_start  :61	 s_end  :731	 align_len  :683
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|202748 YP_009981739.1 |major head protein [IAS virus]	 score  :390.0	 e_val  :6.8735e-37	 q_start  :42769	 q_end  :44148	 s_start  :18	 s_end  :498	 align_len  :488
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|458051 YP_009210735.1 |ribonucleotide reductase [Mycobacterium phage Serenity]	 score  :394.0	 e_val  :1.96906e-36	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :681	 align_len  :696
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150403 YP_010111992.1 |terminase large subunit [uncultured phage cr271_1]	 score  :397.0	 e_val  :1.97105e-36	 q_start  :35946	 q_end  :37697	 s_start  :114	 s_end  :726	 align_len  :625
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|551194 YP_008409347.1 |ribonucleotide reductase [Mycobacterium phage Adzzy]	 score  :394.0	 e_val  :2.24634e-36	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :671	 align_len  :704
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|407148 YP_009301874.1 |ribonucleotide reductase [Mycobacterium phage Catalina]	 score  :393.0	 e_val  :2.66244e-36	 q_start  :23900	 q_end  :25603	 s_start  :14	 s_end  :655	 align_len  :662
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|338042 YP_009636020.1 |ribonucleotide reductase [Mycobacterium phage PackMan]	 score  :393.0	 e_val  :2.66244e-36	 q_start  :23900	 q_end  :25603	 s_start  :14	 s_end  :655	 align_len  :662
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|462029 YP_009214717.1 |ribonucleotide reductase [Mycobacterium phage Pioneer]	 score  :393.0	 e_val  :3.15692e-36	 q_start  :23900	 q_end  :25603	 s_start  :14	 s_end  :655	 align_len  :662
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|149538 YP_010111127.1 |major head protein [uncultured phage cr108_1]	 score  :384.0	 e_val  :3.53934e-36	 q_start  :42754	 q_end  :44148	 s_start  :12	 s_end  :493	 align_len  :491
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|607440 YP_006382969.1 |ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent [Mycobacterium phage SWU1]	 score  :390.0	 e_val  :6.90173e-36	 q_start  :23900	 q_end  :25603	 s_start  :13	 s_end  :658	 align_len  :661
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|710558 NP_039714.1 |ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent [Fromanvirus L5]	 score  :390.0	 e_val  :7.616e-36	 q_start  :23900	 q_end  :25603	 s_start  :13	 s_end  :658	 align_len  :661
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|116641 YP_010359491.1 |DNA primase [uncultured phage cr44_1]	 score  :370.0	 e_val  :1.11744e-35	 q_start  :14177	 q_end  :15133	 s_start  :1	 s_end  :311	 align_len  :327
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|526994 YP_009014916.1 |ribonucleotide reductase [Mycobacterium phage Alma]	 score  :386.0	 e_val  :1.95329e-35	 q_start  :23900	 q_end  :25603	 s_start  :14	 s_end  :649	 align_len  :666
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|148556 YP_010110145.1 |protein RecA [uncultured phage cr50_1]	 score  :358.0	 e_val  :3.4439e-35	 q_start  :44222	 q_end  :44932	 s_start  :3	 s_end  :239	 align_len  :239
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|115827 YP_010358677.1 |protein RecA [uncultured phage cr30_1]	 score  :358.0	 e_val  :3.4439e-35	 q_start  :44222	 q_end  :44932	 s_start  :3	 s_end  :239	 align_len  :239
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|149438 YP_010111027.1 |terminase large subunit [uncultured phage cr8_1]	 score  :386.0	 e_val  :5.58557e-35	 q_start  :35946	 q_end  :37697	 s_start  :115	 s_end  :734	 align_len  :637
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|667575 YP_655632.1 |ribonucleotide reductase [Mycobacterium phage Che12]	 score  :382.0	 e_val  :6.36446e-35	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :671	 align_len  :704
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|147818 YP_010109407.1 |ribonucleotide reductase [Mycobacterium phage Gail]	 score  :381.0	 e_val  :9.9008e-35	 q_start  :23900	 q_end  :25603	 s_start  :14	 s_end  :655	 align_len  :662
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|450498 YP_009203114.1 |ribonucleotide reductase [Mycobacterium phage Luchador]	 score  :381.0	 e_val  :1.0261e-34	 q_start  :23789	 q_end  :25603	 s_start  :14	 s_end  :678	 align_len  :699
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|376101 YP_009624571.1 |ribonucleotide reductase [Gordonia phage Waits]	 score  :380.0	 e_val  :1.13374e-34	 q_start  :23789	 q_end  :25603	 s_start  :17	 s_end  :684	 align_len  :695
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110184 YP_010509573.1 |major head protein [uncultured phage cr61_1]	 score  :359.0	 e_val  :1.18167e-34	 q_start  :42730	 q_end  :43527	 s_start  :6	 s_end  :289	 align_len  :285
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|142776 YP_010104365.1 |ribonucleotide reductase [Mycobacterium phage Jeeves]	 score  :380.0	 e_val  :1.18376e-34	 q_start  :23900	 q_end  :25603	 s_start  :14	 s_end  :655	 align_len  :662
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|149793 YP_010111382.1 |putative RNA polymerase [uncultured phage cr112_1]	 score  :388.0	 e_val  :1.74203e-34	 q_start  :19	 q_end  :1530	 s_start  :1142	 s_end  :1645	 align_len  :542
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|179750 YP_010061747.1 |ribonucleotide reductase [Mycobacterium phage Refuge]	 score  :378.0	 e_val  :2.2315e-34	 q_start  :23789	 q_end  :25603	 s_start  :14	 s_end  :678	 align_len  :697
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|555433 YP_008242289.1 |RNA polymerase accociated protein [Cellulophaga phage phi14:2]	 score  :385.0	 e_val  :2.77824e-34	 q_start  :6136	 q_end  :8019	 s_start  :741	 s_end  :1389	 align_len  :682
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|532020 YP_009005795.1 |ribonucleotide reductase [Mycobacterium phage EagleEye]	 score  :377.0	 e_val  :3.18927e-34	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :679	 align_len  :702
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|455045 YP_009207711.1 |ribonucleotide reductase [Mycobacterium phage Chadwick]	 score  :376.0	 e_val  :3.84324e-34	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :674	 align_len  :693
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|181832 YP_010060253.1 |ribonucleotide reductase [Rhodococcus phage PhailMary]	 score  :375.0	 e_val  :4.63873e-34	 q_start  :23789	 q_end  :25603	 s_start  :15	 s_end  :680	 align_len  :694
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|339971 YP_009637949.1 |ribonucleotide reductase [Mycobacterium phage Benedict]	 score  :375.0	 e_val  :4.72214e-34	 q_start  :23789	 q_end  :25603	 s_start  :12	 s_end  :681	 align_len  :699
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|257909 YP_009834081.1 |ribonucleotide reductase [Rhodococcus phage Hiro]	 score  :375.0	 e_val  :5.49495e-34	 q_start  :23789	 q_end  :25603	 s_start  :15	 s_end  :680	 align_len  :694
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|110550 YP_010509939.1 |RecA protein [uncultured phage cr150_1]	 score  :348.0	 e_val  :6.447e-34	 q_start  :44219	 q_end  :44932	 s_start  :2	 s_end  :239	 align_len  :240
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|179480 YP_010061477.1 |ribonucleotide reductase [Mycobacterium phage Yecey3]	 score  :374.0	 e_val  :7.18008e-34	 q_start  :23789	 q_end  :25603	 s_start  :14	 s_end  :678	 align_len  :697
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|470845 YP_009189694.1 |ribonucleotide reductase [Rhodococcus phage CosmicSans]	 score  :374.0	 e_val  :7.64161e-34	 q_start  :23789	 q_end  :25603	 s_start  :15	 s_end  :680	 align_len  :692
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|150195 YP_010111784.1 |major head protein [uncultured phage cr126_1]	 score  :366.0	 e_val  :8.0342e-34	 q_start  :42730	 q_end  :44148	 s_start  :5	 s_end  :500	 align_len  :508
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|116186 YP_010359036.1 |major head protein [uncultured phage cr151_1]	 score  :366.0	 e_val  :8.0342e-34	 q_start  :42730	 q_end  :44148	 s_start  :5	 s_end  :500	 align_len  :508
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|609696 YP_005087159.1 |ribonucleotide reductase [Rhodococcus phage RER2]	 score  :373.0	 e_val  :9.13232e-34	 q_start  :23789	 q_end  :25603	 s_start  :15	 s_end  :680	 align_len  :692
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|262014 YP_009838186.1 |ribonucleotide reductase [Rhodococcus phage Takoda]	 score  :373.0	 e_val  :9.72e-34	 q_start  :23789	 q_end  :25603	 s_start  :15	 s_end  :680	 align_len  :694
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|116597 YP_010359447.1 |major head protein [uncultured phage cr44_1]	 score  :365.0	 e_val  :1.21521e-33	 q_start  :42766	 q_end  :44148	 s_start  :17	 s_end  :497	 align_len  :487
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|459859 YP_009212547.1 |ribonucleotide reductase [Sinorhizobium phage phiN3]	 score  :373.0	 e_val  :1.24004e-33	 q_start  :23867	 q_end  :25453	 s_start  :92	 s_end  :703	 align_len  :636
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|446226 YP_009198816.1 |ribonucleotide reductase [Mycobacterium phage UnionJack]	 score  :372.0	 e_val  :1.31555e-33	 q_start  :23789	 q_end  :25603	 s_start  :12	 s_end  :681	 align_len  :698
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|181392 YP_010061279.1 |ribonucleotide reductase [Mycobacterium phage Priamo]	 score  :371.0	 e_val  :1.64429e-33	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :679	 align_len  :707
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|230118 YP_009910790.1 |putative RNA polymerase [Bacteroides phage crAss001]	 score  :379.0	 e_val  :1.76211e-33	 q_start  :19	 q_end  :1530	 s_start  :993	 s_end  :1496	 align_len  :542
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|230100 YP_009910772.1 |major head protein [Bacteroides phage crAss001]	 score  :363.0	 e_val  :1.88714e-33	 q_start  :42766	 q_end  :44148	 s_start  :17	 s_end  :498	 align_len  :488
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|230148 YP_009910820.1 |DNA primase [Bacteroides phage crAss001]	 score  :352.0	 e_val  :2.00285e-33	 q_start  :14177	 q_end  :15118	 s_start  :1	 s_end  :311	 align_len  :322
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|700695 NP_064758.1 |ribonucleotide reductase [Roseobacter phage SIO1]	 score  :370.0	 e_val  :2.09312e-33	 q_start  :23789	 q_end  :25456	 s_start  :73	 s_end  :670	 align_len  :627
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|549505 YP_008430702.1 |ribonucleotide reductase [Mycobacterium phage LittleCherry]	 score  :370.0	 e_val  :2.13039e-33	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :695	 align_len  :711
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|461625 YP_009214313.1 |ribonucleotide reductase [Mycobacterium phage Theia]	 score  :370.0	 e_val  :2.14939e-33	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :695	 align_len  :714
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|544022 YP_008859161.1 |ribonucleotide reductase [Mycobacterium phage Zaka]	 score  :369.0	 e_val  :2.58566e-33	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :683	 align_len  :699
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|181490 YP_010061377.1 |ribonucleotide reductase [Mycobacterium phage Koko]	 score  :369.0	 e_val  :3.11663e-33	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :683	 align_len  :699
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|340152 YP_009638130.1 |ribonucleotide reductase [Mycobacterium phage Cuco]	 score  :368.0	 e_val  :3.34794e-33	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :682	 align_len  :698
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|337567 YP_009635545.1 |ribonucleotide reductase [Mycobacterium phage Gladiator]	 score  :368.0	 e_val  :3.49856e-33	 q_start  :23789	 q_end  :25603	 s_start  :13	 s_end  :683	 align_len  :699
20082D-11-01_S0_L001_megahit_output_virsorter_k141_966663||full_len:87528	gnl|BL_ORD_ID|144732 YP_010106321.1 |DNA primase [Bacteroides phage DAC15]	 score  :349.0	 e_val  :4.48558e-33	 q_start  :14177	 q_end  :15139	 s_start  :3	 s_end  :309	 align_len  :333
